age,income,budget,credit_score,income_confidence,user_segment,pages_viewed,time_on_site,return_visits,session_count,contact_form_submitted,downloaded_brochure,property_saved,chat_with_agent,traffic_source,converted
37,91466,455629,759,0.54,curious_researcher,8,214,1,3,0,0,0,0,facebook_ads,0
53,123706,545846,646,0.6,casual_browser,1,37,0,1,0,1,0,0,referral,0
29,140351,504812,624,0.52,serious_buyer,14,600,4,6,1,1,1,0,organic_search,1
59,144749,695527,332,0.49,serious_buyer,19,814,3,8,0,0,0,0,google_ads,0
49,81816,260342,367,0.43,impulsive_buyer,3,219,2,3,0,0,1,1,organic_search,0
46,68785,291650,486,0.92,serious_buyer,12,803,3,9,1,0,0,0,organic_search,1
55,139963,649406,491,0.57,casual_browser,3,60,0,1,1,0,0,0,facebook_ads,0
45,20507,88347,512,0.57,serious_buyer,10,684,3,6,0,0,0,0,facebook_ads,0
44,86972,456256,727,0.52,impulsive_buyer,7,251,1,3,1,1,1,0,google_ads,0
33,47151,258565,650,0.69,curious_researcher,9,225,1,4,1,1,1,0,referral,0
27,31618,168009,407,0.71,serious_buyer,15,480,4,6,1,0,0,0,facebook_ads,0
56,94286,293836,539,0.52,impulsive_buyer,6,206,2,2,0,1,0,0,organic_search,0
40,36122,129402,515,0.77,impulsive_buyer,3,114,2,3,0,0,1,1,organic_search,0
21,27354,126097,476,0.83,casual_browser,2,99,1,2,0,1,1,0,google_ads,0
28,129598,752247,629,0.62,impulsive_buyer,3,281,2,3,0,0,1,0,facebook_ads,0
36,50979,280632,749,0.75,serious_buyer,12,880,6,5,0,0,1,0,referral,0
34,106436,588336,746,0.7,impulsive_buyer,7,109,2,2,0,0,0,0,facebook_ads,0
32,99376,388522,836,0.52,impulsive_buyer,6,250,2,3,0,0,1,0,google_ads,0
43,72774,312079,478,0.84,casual_browser,4,66,0,2,0,0,1,0,referral,0
35,122703,541380,694,0.88,casual_browser,2,73,1,1,0,0,0,1,facebook_ads,0
48,25037,86931,444,0.79,serious_buyer,15,885,5,6,0,0,1,0,organic_search,0
54,48633,150431,497,0.59,impulsive_buyer,6,268,2,2,1,0,1,0,google_ads,0
22,44495,259882,383,0.96,curious_researcher,5,290,3,2,1,0,1,0,referral,0
52,84550,314706,384,0.67,impulsive_buyer,5,228,2,2,1,0,0,0,referral,0
43,101384,377132,756,0.56,curious_researcher,8,167,3,2,0,1,0,0,facebook_ads,0
42,56483,183577,775,0.64,serious_buyer,15,770,6,9,1,0,0,0,referral,1
45,133181,770521,552,0.82,casual_browser,3,82,0,1,1,1,0,0,organic_search,0
42,93373,442514,371,0.91,serious_buyer,14,755,4,7,1,0,1,0,referral,1
42,54069,270405,522,0.61,casual_browser,1,88,0,1,1,0,0,0,google_ads,0
26,27370,156959,575,0.54,casual_browser,4,87,1,2,0,0,1,0,organic_search,0
35,139873,564647,545,0.78,impulsive_buyer,4,288,2,2,0,0,0,0,organic_search,0
57,136843,665675,640,0.95,impulsive_buyer,7,281,1,2,1,0,0,0,facebook_ads,0
53,91947,286543,770,0.51,casual_browser,2,94,1,1,1,1,0,0,organic_search,0
28,59133,210532,753,0.88,curious_researcher,9,214,3,3,1,0,0,0,referral,0
25,116035,637465,306,0.69,curious_researcher,8,248,3,4,0,1,0,1,referral,0
59,115761,613568,487,0.88,impulsive_buyer,7,119,1,3,0,1,1,0,facebook_ads,0
24,133753,541957,303,0.7,serious_buyer,14,853,6,9,0,0,1,0,referral,1
26,20692,85466,424,0.63,curious_researcher,6,228,1,4,1,0,0,0,referral,0
52,48926,225092,314,0.82,casual_browser,3,91,1,1,1,1,0,0,organic_search,0
50,119782,359432,824,0.94,impulsive_buyer,4,222,2,3,0,1,1,0,facebook_ads,0
55,124700,464349,539,0.59,impulsive_buyer,5,109,1,3,1,1,1,0,facebook_ads,0
36,93984,340663,659,0.68,casual_browser,3,68,0,1,0,1,0,1,referral,0
33,63390,237804,817,0.54,serious_buyer,16,310,3,5,0,0,0,0,referral,0
50,69593,377035,619,0.51,casual_browser,1,89,1,1,0,1,0,0,google_ads,0
39,95609,367045,530,0.87,serious_buyer,19,350,5,7,1,0,0,1,facebook_ads,1
37,120950,432343,329,0.52,impulsive_buyer,3,212,2,3,1,0,0,1,organic_search,0
39,25209,113762,833,0.88,serious_buyer,12,753,6,5,0,0,0,0,referral,0
48,146700,821070,455,0.66,casual_browser,3,110,1,2,0,0,1,1,google_ads,0
46,26533,98810,698,1.0,impulsive_buyer,4,244,1,3,0,0,0,0,google_ads,0
57,106597,344906,645,0.52,curious_researcher,6,197,1,2,0,1,1,0,organic_search,0
46,27211,110727,494,0.46,impulsive_buyer,7,190,1,2,1,1,0,1,referral,0
43,29927,156905,467,0.45,casual_browser,2,30,1,1,1,0,1,0,organic_search,0
29,97463,453404,676,0.9,casual_browser,4,99,1,2,0,0,1,0,referral,0
32,137333,748517,788,0.66,impulsive_buyer,3,267,1,3,0,1,1,0,google_ads,0
21,44594,262158,661,0.4,impulsive_buyer,4,226,1,2,0,0,1,0,referral,0
21,94852,510112,781,0.92,impulsive_buyer,3,212,2,2,0,0,1,1,google_ads,0
54,97713,470137,543,0.93,serious_buyer,10,372,7,9,1,0,0,1,facebook_ads,1
52,96382,431793,470,0.88,curious_researcher,8,179,2,4,0,1,0,0,google_ads,0
45,27933,87156,812,0.55,serious_buyer,13,837,3,7,1,0,1,0,organic_search,1
21,123780,736858,705,0.62,casual_browser,2,108,1,1,0,1,1,0,google_ads,0
36,132157,548510,506,0.85,impulsive_buyer,5,293,2,2,1,0,0,0,referral,0
59,60696,209806,453,0.69,serious_buyer,13,400,4,5,0,0,1,0,organic_search,0
25,85449,427255,347,0.49,serious_buyer,16,510,6,6,1,0,0,0,organic_search,0
42,87616,337572,300,0.55,casual_browser,3,55,1,1,1,0,0,0,facebook_ads,0
49,26089,124114,706,0.98,serious_buyer,17,595,7,8,0,0,1,0,facebook_ads,0
23,76548,364391,406,0.49,casual_browser,3,38,1,2,0,0,0,0,facebook_ads,0
32,46123,200044,472,0.84,serious_buyer,15,430,3,9,1,0,0,0,organic_search,0
46,27797,153115,805,0.69,curious_researcher,7,240,3,2,0,0,0,0,organic_search,0
36,70013,265692,429,0.85,casual_browser,3,103,0,2,0,1,1,0,referral,0
57,28346,123188,697,0.8,curious_researcher,7,240,1,3,1,1,1,0,organic_search,0
42,105414,486282,593,0.66,serious_buyer,18,302,4,9,0,0,0,1,facebook_ads,0
49,53672,267870,746,0.61,curious_researcher,8,135,3,4,0,1,0,0,google_ads,0
34,37653,201515,315,0.85,curious_researcher,6,257,1,3,1,0,0,0,referral,0
48,69556,291051,648,0.59,curious_researcher,6,264,2,3,0,0,1,1,referral,0
25,143723,709724,502,0.87,serious_buyer,11,727,6,6,0,0,1,0,google_ads,1
50,128278,442794,433,0.81,casual_browser,1,77,0,1,0,0,0,0,referral,0
25,46140,267517,825,0.75,serious_buyer,18,305,5,6,1,0,1,0,facebook_ads,1
32,21184,87896,807,0.62,serious_buyer,16,522,4,7,0,1,1,0,facebook_ads,0
36,143626,745212,365,0.52,serious_buyer,10,808,7,7,1,1,0,0,referral,1
46,54493,166804,779,0.83,casual_browser,3,98,1,2,0,0,0,0,referral,0
46,64148,231931,758,0.45,impulsive_buyer,7,251,2,3,1,0,0,0,referral,0
41,44846,200069,641,0.98,serious_buyer,15,594,6,6,0,0,0,0,organic_search,0
59,131361,740187,458,0.99,serious_buyer,19,376,5,9,1,1,0,0,organic_search,1
56,42195,193327,460,0.48,casual_browser,4,68,0,2,0,0,0,0,organic_search,0
53,25606,148248,553,0.46,impulsive_buyer,3,261,1,2,0,0,0,0,google_ads,0
50,23956,106637,826,0.65,impulsive_buyer,3,188,2,2,0,1,0,0,google_ads,0
57,36555,163450,848,0.98,impulsive_buyer,3,253,2,3,0,1,1,0,facebook_ads,0
43,110385,370809,454,0.64,impulsive_buyer,4,265,2,2,0,0,1,0,referral,0
30,38690,209234,785,0.62,casual_browser,3,63,0,2,1,0,1,1,referral,0
25,78502,293667,731,0.82,casual_browser,1,102,0,1,1,0,1,1,referral,0
56,144586,823972,326,0.51,impulsive_buyer,6,194,2,2,0,1,1,1,facebook_ads,0
54,68849,394675,311,0.62,curious_researcher,9,156,3,4,0,0,0,0,organic_search,0
51,46347,270199,366,0.57,casual_browser,4,97,1,1,1,1,0,0,google_ads,0
30,118725,541468,841,0.76,curious_researcher,9,152,2,4,0,0,0,1,google_ads,0
39,123844,623094,395,0.5,curious_researcher,6,172,2,4,0,0,0,0,facebook_ads,0
52,111321,593958,514,0.73,impulsive_buyer,5,188,2,3,0,0,1,1,referral,0
21,69056,234310,493,0.91,impulsive_buyer,3,258,1,2,0,0,0,0,referral,0
25,83851,402725,589,0.71,serious_buyer,14,536,6,9,0,0,1,0,google_ads,0
24,118234,366867,843,0.81,curious_researcher,7,142,3,3,1,0,0,0,organic_search,0
36,101502,456017,338,0.45,serious_buyer,18,341,7,5,0,1,0,0,google_ads,0
44,116633,404078,505,0.67,impulsive_buyer,6,152,2,3,1,0,1,0,organic_search,0
36,101418,359909,783,0.46,curious_researcher,8,206,1,3,0,0,0,0,organic_search,0
22,90211,369426,636,0.76,casual_browser,1,81,1,2,0,0,0,0,organic_search,0
48,61850,265788,795,0.57,serious_buyer,14,416,3,6,0,0,0,0,organic_search,0
52,98545,479866,548,0.57,impulsive_buyer,3,137,1,2,1,1,0,1,referral,0
47,47843,154211,373,0.45,curious_researcher,9,256,3,3,0,0,1,0,google_ads,0
40,82320,371351,672,0.59,impulsive_buyer,4,176,1,3,0,0,1,0,google_ads,0
44,49793,176659,437,0.7,serious_buyer,10,457,6,9,0,0,0,0,organic_search,0
32,59516,281030,756,0.75,impulsive_buyer,5,296,2,3,0,0,1,0,facebook_ads,0
55,124407,611113,743,0.44,impulsive_buyer,5,182,2,3,0,0,1,0,referral,0
53,149045,696059,652,0.79,casual_browser,4,46,0,1,0,1,0,0,facebook_ads,0
53,37857,197419,710,0.69,impulsive_buyer,6,183,1,2,0,0,0,0,organic_search,0
57,39627,158778,837,0.72,curious_researcher,5,156,1,3,1,0,1,1,organic_search,0
32,81822,433273,752,0.9,curious_researcher,6,217,1,3,0,0,1,0,facebook_ads,0
23,104101,447457,718,0.61,casual_browser,3,79,0,2,1,0,0,0,google_ads,0
21,111561,496731,749,0.5,curious_researcher,9,234,2,3,0,0,0,0,google_ads,0
53,72248,357216,414,0.73,impulsive_buyer,7,281,1,2,0,0,0,0,facebook_ads,0
30,75798,231568,350,0.97,impulsive_buyer,4,139,2,3,1,0,0,0,organic_search,0
49,113368,562530,668,0.71,curious_researcher,8,130,1,3,1,1,0,0,referral,0
33,64116,311331,814,0.9,serious_buyer,19,422,7,8,0,1,1,0,organic_search,1
32,95318,374556,509,0.85,impulsive_buyer,7,191,2,2,1,0,1,1,google_ads,0
51,124186,404521,734,0.71,curious_researcher,6,131,2,4,1,0,1,1,google_ads,0
22,147119,481491,526,0.79,impulsive_buyer,5,127,2,3,0,1,0,0,organic_search,0
55,107902,622559,567,0.64,impulsive_buyer,5,206,1,2,0,0,0,0,google_ads,0
43,48557,246079,415,0.72,casual_browser,2,43,0,2,0,1,0,1,facebook_ads,0
37,91334,308828,659,0.7,curious_researcher,5,181,1,3,1,0,0,0,facebook_ads,0
46,95163,387329,628,0.83,impulsive_buyer,4,283,1,3,1,0,0,0,google_ads,0
28,126719,605393,339,0.65,serious_buyer,13,690,6,8,1,0,0,0,organic_search,1
49,143099,788005,481,0.46,curious_researcher,8,235,2,2,0,0,0,0,facebook_ads,0
46,98002,306842,789,0.87,serious_buyer,12,884,5,9,1,0,1,1,google_ads,1
30,62614,232291,508,0.81,curious_researcher,8,140,1,4,0,0,1,0,google_ads,0
46,32720,185497,572,0.97,serious_buyer,12,557,6,9,0,0,0,0,referral,0
54,77608,234957,418,0.66,serious_buyer,10,523,6,6,0,0,1,0,organic_search,0
27,127449,459351,681,0.45,curious_researcher,8,236,1,2,1,0,1,0,google_ads,0
24,122828,721869,835,0.47,casual_browser,2,80,1,1,0,0,0,1,facebook_ads,0
31,146613,709637,557,0.86,casual_browser,2,103,1,2,0,0,0,0,google_ads,0
49,92095,348580,782,0.44,curious_researcher,9,157,1,3,1,0,1,1,organic_search,0
56,125924,403079,808,0.94,impulsive_buyer,7,195,1,3,1,0,0,1,google_ads,0
45,104694,322936,391,0.57,curious_researcher,8,180,1,4,0,0,1,0,facebook_ads,0
41,116452,434859,460,0.94,curious_researcher,7,199,3,4,1,0,0,0,facebook_ads,0
56,107593,607304,448,0.86,impulsive_buyer,4,153,1,3,1,1,0,0,google_ads,0
30,55892,237414,416,0.92,curious_researcher,9,191,1,4,0,1,0,1,referral,0
57,126975,655317,757,0.53,curious_researcher,6,277,1,4,0,0,1,0,organic_search,0
29,97242,559613,344,0.76,impulsive_buyer,5,126,1,2,0,0,1,0,facebook_ads,0
44,136041,574653,533,0.46,impulsive_buyer,3,277,2,2,0,0,0,0,organic_search,0
55,146202,522501,674,0.52,casual_browser,1,71,0,2,1,0,0,0,organic_search,0
55,97606,444239,846,0.59,serious_buyer,12,376,6,5,0,0,0,0,facebook_ads,0
56,143769,822969,496,0.84,serious_buyer,16,772,6,6,1,0,1,0,google_ads,1
38,138542,749944,324,0.41,casual_browser,4,105,0,2,1,0,1,0,organic_search,0
59,126438,404284,694,0.94,casual_browser,1,58,0,2,0,0,0,0,google_ads,0
52,20924,106246,335,0.44,serious_buyer,11,562,7,7,1,0,1,0,referral,0
44,71322,336332,773,0.63,casual_browser,4,98,1,2,1,0,1,0,referral,0
43,46478,265965,522,0.45,curious_researcher,5,295,1,2,0,0,0,0,organic_search,0
52,91042,306578,829,0.86,casual_browser,3,118,0,2,1,0,0,1,facebook_ads,0
57,66418,305662,487,0.48,casual_browser,1,33,0,1,1,0,0,0,organic_search,0
32,82217,463571,701,0.93,casual_browser,4,68,1,2,0,0,1,0,google_ads,0
33,120699,510565,556,0.72,casual_browser,1,82,0,1,1,0,0,0,google_ads,0
43,110140,489680,435,0.97,serious_buyer,12,647,4,8,0,0,1,1,organic_search,1
45,100846,323855,743,0.57,impulsive_buyer,7,213,2,3,0,1,1,0,organic_search,0
55,93762,359523,717,0.67,serious_buyer,13,714,6,5,1,0,1,0,organic_search,1
50,31781,126282,591,0.82,serious_buyer,15,870,7,5,1,0,0,0,referral,1
37,25515,148889,428,0.9,impulsive_buyer,4,287,1,3,1,0,1,0,facebook_ads,0
40,137358,528553,640,0.65,serious_buyer,19,763,6,8,0,0,0,0,google_ads,1
45,56133,246008,556,0.94,curious_researcher,7,243,1,2,1,1,1,0,referral,0
42,102508,513966,399,0.47,impulsive_buyer,5,270,2,2,1,1,0,0,referral,0
33,117628,410115,338,0.83,curious_researcher,9,284,2,4,0,0,1,0,organic_search,0
39,96946,432313,562,0.61,serious_buyer,16,423,6,9,0,0,1,0,google_ads,0
56,105058,547942,449,0.46,serious_buyer,18,570,7,6,1,0,1,1,google_ads,1
32,29095,162948,629,0.63,impulsive_buyer,5,171,1,2,0,1,0,1,google_ads,0
39,108583,529752,419,0.93,serious_buyer,10,397,3,9,0,1,0,0,google_ads,0
32,40470,202639,518,0.99,casual_browser,1,70,0,2,0,0,0,0,organic_search,0
29,63129,213303,422,0.64,curious_researcher,9,147,2,2,1,0,0,0,referral,0
27,28531,166544,543,0.93,curious_researcher,6,206,2,2,0,1,0,0,referral,0
48,57038,193799,817,0.71,casual_browser,3,54,0,2,0,0,1,0,referral,0
34,107939,574669,320,0.83,impulsive_buyer,5,126,1,3,0,0,1,0,referral,0
51,62674,237813,489,0.43,impulsive_buyer,4,126,2,2,0,0,0,0,google_ads,0
39,147572,856032,524,0.73,casual_browser,4,60,0,1,0,0,1,0,google_ads,0
36,114658,591621,765,0.44,casual_browser,4,33,1,1,0,1,1,0,facebook_ads,0
25,102476,539171,398,0.56,curious_researcher,8,299,3,4,0,1,1,0,organic_search,0
55,49831,182240,662,0.74,casual_browser,1,41,1,2,0,0,1,1,google_ads,0
32,77174,334095,382,0.88,casual_browser,2,70,1,1,1,0,1,0,google_ads,0
45,31279,151810,355,0.74,casual_browser,1,86,1,1,0,0,0,0,organic_search,0
41,58220,309143,321,0.96,serious_buyer,10,610,3,6,1,0,1,0,organic_search,0
56,80610,266970,484,0.89,casual_browser,4,65,1,2,1,0,0,0,google_ads,0
43,72719,428103,821,0.49,serious_buyer,18,774,3,9,0,0,1,0,referral,1
36,144936,821883,563,0.63,curious_researcher,5,229,1,4,0,1,1,1,facebook_ads,0
59,73051,278400,524,0.8,curious_researcher,6,248,1,4,1,0,0,0,facebook_ads,0
59,92013,503152,337,0.96,impulsive_buyer,3,186,2,2,0,0,1,0,organic_search,0
34,76652,349147,422,0.99,curious_researcher,8,171,3,2,0,0,0,0,referral,0
51,85524,375058,455,0.86,impulsive_buyer,7,205,1,3,0,0,0,0,organic_search,0
25,102936,405907,600,0.74,serious_buyer,16,746,6,6,0,0,0,0,facebook_ads,0
55,26470,125544,366,0.85,casual_browser,1,38,0,2,1,0,1,0,facebook_ads,0
43,87598,454604,693,0.56,curious_researcher,6,185,1,3,1,0,0,0,referral,0
49,61798,261578,704,0.57,casual_browser,3,49,1,2,0,0,1,0,facebook_ads,0
31,144517,706349,748,0.79,impulsive_buyer,4,115,1,2,0,0,1,0,facebook_ads,0
38,73473,374560,430,0.92,serious_buyer,11,401,6,5,0,0,1,0,referral,0
32,39880,204718,368,0.98,curious_researcher,6,254,3,2,1,0,1,0,facebook_ads,0
29,120117,379077,644,0.6,casual_browser,4,34,0,1,0,0,0,0,organic_search,0
30,64439,359520,619,0.88,impulsive_buyer,5,164,2,2,1,0,0,0,organic_search,0
37,140944,616596,476,0.91,casual_browser,2,99,0,2,0,0,0,0,organic_search,0
58,34308,129932,828,0.77,curious_researcher,8,132,2,3,1,0,0,0,organic_search,0
27,111563,415604,459,0.61,casual_browser,2,104,1,2,0,0,0,0,google_ads,0
33,116256,517227,832,0.77,serious_buyer,15,609,4,8,1,0,0,0,facebook_ads,1
29,55081,311785,434,0.75,curious_researcher,5,260,1,2,0,0,1,0,facebook_ads,0
47,95242,393829,410,0.76,impulsive_buyer,6,297,2,3,1,0,0,0,organic_search,0
22,70383,369452,582,0.77,curious_researcher,9,265,3,2,0,0,1,0,facebook_ads,0
25,29837,98177,819,0.91,impulsive_buyer,7,170,1,2,1,0,0,0,google_ads,0
49,124135,549690,493,0.5,impulsive_buyer,5,111,2,2,0,1,1,1,google_ads,0
57,72151,431106,346,0.62,curious_researcher,8,271,1,2,0,0,0,0,google_ads,0
58,138128,733641,641,0.75,impulsive_buyer,3,202,2,3,0,1,1,0,referral,0
39,56824,206361,541,0.57,curious_researcher,7,264,1,2,0,0,0,0,organic_search,0
28,53073,239058,821,0.99,serious_buyer,17,698,7,5,0,0,0,0,facebook_ads,0
21,132651,490924,669,0.56,serious_buyer,11,751,3,6,0,1,0,0,google_ads,1
42,117624,497394,430,0.68,casual_browser,1,77,1,2,0,1,0,0,google_ads,0
37,113648,606908,569,0.93,serious_buyer,15,895,4,7,0,0,1,0,facebook_ads,1
27,46299,246017,360,0.45,impulsive_buyer,7,249,2,2,0,0,0,0,facebook_ads,0
45,119993,442090,463,0.89,casual_browser,2,99,0,1,0,0,0,1,referral,0
24,78861,454765,824,0.74,casual_browser,2,53,1,1,0,1,1,0,google_ads,0
56,50063,239186,571,0.42,curious_researcher,9,227,2,4,0,0,0,0,google_ads,0
26,89453,370315,432,0.94,casual_browser,4,41,0,1,1,0,0,0,referral,0
51,141768,638779,543,0.42,curious_researcher,9,247,1,4,0,0,0,1,referral,0
39,143299,690015,733,0.71,casual_browser,2,101,1,2,1,0,0,0,facebook_ads,0
59,88472,414019,337,0.43,serious_buyer,19,474,3,7,0,0,0,0,organic_search,0
47,122166,544764,618,0.44,curious_researcher,5,132,3,4,1,0,1,0,facebook_ads,0
30,34506,155787,809,0.93,impulsive_buyer,5,256,2,2,0,0,0,0,referral,0
46,114341,403536,675,0.86,casual_browser,3,82,0,2,1,0,1,0,organic_search,0
39,99854,543025,773,0.52,serious_buyer,18,689,4,7,0,1,1,0,referral,1
59,133604,617956,358,0.77,serious_buyer,11,566,5,5,0,0,1,0,google_ads,0
23,46026,156177,798,0.88,curious_researcher,7,212,3,3,0,0,0,0,referral,0
33,47672,252588,517,0.93,curious_researcher,6,274,1,4,0,0,0,1,organic_search,0
48,58417,338662,428,0.68,curious_researcher,5,137,3,2,0,0,0,0,organic_search,0
40,72413,423031,682,0.94,impulsive_buyer,6,100,1,2,0,1,1,0,google_ads,0
48,144044,591596,687,0.7,impulsive_buyer,4,267,1,3,1,0,1,0,google_ads,0
28,85066,289781,384,0.81,impulsive_buyer,7,139,1,3,0,0,0,0,organic_search,0
59,79213,360830,809,0.99,casual_browser,4,73,0,2,0,0,1,0,facebook_ads,0
21,70971,236888,736,0.54,impulsive_buyer,7,257,1,2,1,0,0,0,referral,0
23,47281,274322,592,0.5,curious_researcher,7,234,2,2,1,0,1,0,facebook_ads,0
33,133978,475720,348,0.61,serious_buyer,16,348,5,7,0,1,1,0,google_ads,1
48,48091,180740,366,0.5,serious_buyer,17,795,7,7,1,0,1,0,referral,1
45,70494,297478,428,0.57,curious_researcher,7,181,1,2,0,0,1,0,referral,0
53,123864,513972,328,0.85,impulsive_buyer,6,144,2,2,0,0,0,0,google_ads,0
58,133755,720135,642,0.69,impulsive_buyer,6,218,1,2,0,0,0,0,facebook_ads,0
26,38610,168685,844,0.63,curious_researcher,9,207,2,4,0,1,0,0,facebook_ads,0
52,21079,74035,418,0.62,serious_buyer,14,865,3,9,0,0,1,0,google_ads,0
41,115386,438654,432,0.52,casual_browser,3,100,1,1,0,1,1,0,facebook_ads,0
36,66751,302204,626,0.67,serious_buyer,17,726,5,8,0,0,0,0,organic_search,0
41,106126,365324,484,0.77,impulsive_buyer,6,165,2,3,0,1,0,0,google_ads,0
31,75432,364711,805,0.48,serious_buyer,15,684,6,5,1,0,0,0,organic_search,1
57,50951,239329,833,0.98,impulsive_buyer,4,295,1,3,0,0,0,0,organic_search,0
56,100863,518850,540,0.67,serious_buyer,13,578,7,9,1,1,0,0,organic_search,1
55,98291,571376,815,0.97,curious_researcher,9,269,1,3,1,0,1,0,referral,0
39,145659,835611,464,0.48,impulsive_buyer,7,136,1,3,1,0,0,1,organic_search,0
40,79872,466310,517,0.86,casual_browser,3,113,1,2,1,1,1,0,facebook_ads,0
38,27235,101699,304,0.77,casual_browser,2,47,1,2,0,1,0,0,google_ads,0
34,102733,348747,380,0.89,curious_researcher,6,222,3,3,0,1,1,0,facebook_ads,0
35,82712,323141,546,0.76,serious_buyer,15,776,6,6,0,0,1,0,organic_search,1
51,41473,235784,792,0.98,curious_researcher,8,247,2,2,0,0,0,0,organic_search,0
21,87567,518060,685,0.78,curious_researcher,6,275,2,3,0,0,1,0,organic_search,0
23,126818,707387,606,0.87,casual_browser,1,92,1,2,0,0,0,1,organic_search,0
36,145849,485684,842,0.93,casual_browser,3,58,0,2,1,0,1,0,google_ads,0
43,127399,744301,306,0.83,impulsive_buyer,4,195,2,3,0,0,1,0,google_ads,0
31,144421,616688,814,0.71,impulsive_buyer,7,174,1,2,0,0,1,0,referral,0
32,99823,302257,372,0.56,impulsive_buyer,7,119,1,2,0,0,0,0,google_ads,0
30,124215,537500,309,0.91,curious_researcher,8,213,2,2,1,0,0,0,organic_search,0
52,129999,407963,421,0.69,curious_researcher,8,279,3,4,0,0,0,0,referral,0
36,52230,241910,812,0.77,impulsive_buyer,6,160,2,3,0,1,0,0,organic_search,0
28,104573,419929,740,0.45,casual_browser,2,85,1,1,1,0,1,0,referral,0
58,112588,497673,337,0.7,casual_browser,1,98,0,1,1,0,0,0,google_ads,0
32,88876,430116,644,0.82,serious_buyer,19,769,4,6,1,0,0,0,google_ads,1
44,60644,339994,637,0.75,impulsive_buyer,6,216,1,3,1,0,0,0,google_ads,0
48,68664,342338,483,0.67,curious_researcher,9,226,3,2,0,0,1,0,referral,0
28,65203,280512,366,0.53,serious_buyer,16,459,6,9,1,0,1,1,facebook_ads,1
48,86677,473107,316,0.59,serious_buyer,19,553,4,5,0,0,0,1,organic_search,0
56,45425,259683,682,0.82,serious_buyer,15,502,6,9,1,1,0,0,google_ads,1
46,143246,481203,667,0.53,impulsive_buyer,4,198,2,3,0,0,0,0,google_ads,0
28,104817,481717,615,0.77,impulsive_buyer,5,135,2,3,0,0,0,0,organic_search,0
48,127585,491653,796,0.75,impulsive_buyer,4,143,1,2,0,0,1,0,facebook_ads,0
48,105961,332842,644,0.98,casual_browser,3,35,0,1,0,1,1,0,organic_search,0
57,120342,602388,772,0.44,serious_buyer,11,803,5,5,0,0,1,0,google_ads,1
56,145740,814440,414,0.46,casual_browser,3,109,0,1,0,1,1,1,google_ads,0
47,117649,410443,399,0.7,impulsive_buyer,6,117,2,2,0,0,1,1,facebook_ads,0
37,89806,488296,737,0.72,casual_browser,1,103,1,2,0,0,1,0,referral,0
29,62814,349257,644,0.42,casual_browser,3,30,0,1,0,0,1,0,facebook_ads,0
53,90219,518129,648,0.9,curious_researcher,5,198,1,3,0,0,1,1,organic_search,0
40,69646,264366,438,0.7,impulsive_buyer,5,280,2,3,1,0,0,1,google_ads,0
33,59884,342048,623,0.61,serious_buyer,18,830,4,8,0,0,1,0,facebook_ads,0
48,115345,456995,601,0.59,impulsive_buyer,3,279,1,3,0,1,0,0,google_ads,0
49,146062,680212,593,0.92,casual_browser,1,97,0,2,1,0,1,0,referral,0
33,120088,378460,828,0.52,impulsive_buyer,7,242,1,3,0,0,0,0,facebook_ads,0
55,138198,432786,591,0.5,impulsive_buyer,4,247,2,2,0,0,0,0,facebook_ads,0
26,89322,461001,373,0.53,curious_researcher,7,277,1,2,0,0,0,0,google_ads,0
38,41650,180487,783,0.78,curious_researcher,7,232,3,2,1,0,1,0,referral,0
25,114242,430564,315,0.89,impulsive_buyer,7,110,2,3,0,0,1,0,google_ads,0
45,29190,104244,825,0.6,curious_researcher,9,294,1,2,0,0,1,1,organic_search,0
22,58196,291553,635,0.5,casual_browser,1,41,0,1,1,0,0,0,organic_search,0
30,59449,178418,815,0.53,casual_browser,4,40,1,1,0,1,0,0,referral,0
50,59661,323223,426,0.77,casual_browser,4,83,0,2,0,0,0,0,organic_search,0
25,49709,160945,817,0.55,curious_researcher,8,139,1,2,0,0,1,0,google_ads,0
